Order ID,Order month,Order Date,Order year,Ship Date,Ship Mode,Customer ID,Product ID,Postal Code,Sales ID,Region,Customer Name,Segment,State,City,Category,Sub-Category,Gross Sales,Gross Profit,Return Sales Value,Actual Sales,Net Profit,Total Cost
US-2014-114188,May,5/20/2014,2014,5/22/2014,Second Class,RF-19345,OFF-AP-10000124,3820,2130-88US,East,Randy Ferguson,Corporate,New Hampshire,Dover,Office Supplies,Appliances,3328,931.84,0,3328,931.84,2396.16
US-2014-114188,May,5/20/2014,2014,5/22/2014,Second Class,RF-19345,OFF-AR-10004511,3820,2131-88US,East,Randy Ferguson,Corporate,New Hampshire,Dover,Office Supplies,Art,3852,1194.12,0,3852,1194.12,2657.88
US-2014-114188,May,5/20/2014,2014,5/22/2014,Second Class,RF-19345,FUR-FU-10000076,3820,2132-88US,East,Randy Ferguson,Corporate,New Hampshire,Dover,Furniture,Furnishings,13986,6013.98,0,13986,6013.98,7972.02
CA-2015-156524,November,11/20/2015,2015,11/26/2015,Standard Class,DL-12865,OFF-PA-10003883,10011,2133-24CA,East,Dan Lawera,Consumer,New York,New York City,Office Supplies,Paper,1965,903.9,0,1965,903.9,1061.1
CA-2015-122210,November,11/30/2015,2015,12/4/2015,Standard Class,WB-21850,OFF-BI-10003656,19134,2134-10CA,East,William Brown,Consumer,Pennsylvania,Philadelphia,Office Supplies,Binders,15299.1,-12239.28,0,15299.1,-12239.28,27538.38
CA-2015-122210,November,11/30/2015,2015,12/4/2015,Standard Class,WB-21850,OFF-FA-10000053,19134,2135-10CA,East,William Brown,Consumer,Pennsylvania,Philadelphia,Office Supplies,Fasteners,1058.4,-238.14,0,1058.4,-238.14,1296.54
CA-2015-122210,November,11/30/2015,2015,12/4/2015,Standard Class,WB-21850,TEC-PH-10002807,19134,2136-10CA,East,William Brown,Consumer,Pennsylvania,Philadelphia,Technology,Phones,9492,1582,0,9492,1582,7910
CA-2015-156377,December,12/31/2015,2015,1/5/2016,Standard Class,TB-21625,FUR-FU-10002364,75051,2137-77CA,Central,Trudy Brown,Consumer,Texas,Grand Prairie,Furniture,Furnishings,1476,-1143.9,0,1476,-1143.9,2619.9
CA-2015-156377,December,12/31/2015,2015,1/5/2016,Standard Class,TB-21625,OFF-BI-10002954,75051,2138-77CA,Central,Trudy Brown,Consumer,Texas,Grand Prairie,Office Supplies,Binders,365.6,-584.96,0,365.6,-584.96,950.56
US-2017-157896,November,11/16/2017,2017,11/16/2017,Same Day,CB-12415,OFF-PA-10004092,10009,2139-96US,East,Christy Brittain,Consumer,New York,New York City,Office Supplies,Paper,14682,7341,0,14682,7341,7341
CA-2014-159520,June,6/6/2014,2014,6/11/2014,Standard Class,GT-14635,OFF-BI-10003982,11561,2140-20CA,East,Grant Thornton,Corporate,New York,Long Beach,Office Supplies,Binders,14954.4,5047.11,0,14954.4,5047.11,9907.29
CA-2014-159520,June,6/6/2014,2014,6/11/2014,Standard Class,GT-14635,OFF-SU-10001664,11561,2141-20CA,East,Grant Thornton,Corporate,New York,Long Beach,Office Supplies,Supplies,1714,445.64,0,1714,445.64,1268.36
CA-2014-159520,June,6/6/2014,2014,6/11/2014,Standard Class,GT-14635,FUR-TA-10003238,11561,2142-20CA,East,Grant Thornton,Corporate,New York,Long Beach,Furniture,Tables,99176.4,-34711.74,0,99176.4,-34711.74,133888.14
CA-2016-155481,September,9/1/2016,2016,9/5/2016,Standard Class,DK-13225,OFF-PA-10004675,19140,2143-81CA,East,Dean Katz,Corporate,Pennsylvania,Philadelphia,Office Supplies,Paper,3048,990.6,0,3048,990.6,2057.4
CA-2016-155481,September,9/1/2016,2016,9/5/2016,Standard Class,DK-13225,TEC-PH-10002293,19140,2144-81CA,East,Dean Katz,Corporate,Pennsylvania,Philadelphia,Technology,Phones,2398.8,-479.76,0,2398.8,-479.76,2878.56
CA-2016-155481,September,9/1/2016,2016,9/5/2016,Standard Class,DK-13225,OFF-FA-10002780,19140,2145-81CA,East,Dean Katz,Corporate,Pennsylvania,Philadelphia,Office Supplies,Fasteners,1668.8,542.36,0,1668.8,542.36,1126.44
US-2016-152051,June,6/25/2016,2016,6/29/2016,Standard Class,TS-21160,FUR-CH-10002965,17403,2146-51US,East,Theresa Swint,Corporate,Pennsylvania,York,Furniture,Chairs,42205.8,-1808.82,42205.8,0,0,0
US-2016-152051,June,6/25/2016,2016,6/29/2016,Standard Class,TS-21160,OFF-BI-10004781,17403,2147-51US,East,Theresa Swint,Corporate,Pennsylvania,York,Office Supplies,Binders,3808.8,-2793.12,3808.8,0,0,0
US-2016-152051,June,6/25/2016,2016,6/29/2016,Standard Class,TS-21160,OFF-ST-10001713,17403,2148-51US,East,Theresa Swint,Corporate,Pennsylvania,York,Office Supplies,Storage,25435.2,-5087.04,25435.2,0,0,0
CA-2014-141607,December,12/12/2014,2014,12/17/2014,Standard Class,WB-21850,FUR-FU-10003975,94521,2149-07CA,West,William Brown,Consumer,California,Concord,Furniture,Furnishings,4331,433.1,0,4331,433.1,3897.9
CA-2017-102771,March,3/31/2017,2017,4/5/2017,Standard Class,DO-13435,TEC-PH-10001536,10035,2150-71CA,East,Denny Ordway,Consumer,New York,New York City,Technology,Phones,8495,2208.7,0,8495,2208.7,6286.3
US-2017-139969,November,11/19/2017,2017,11/26/2017,Standard Class,AF-10870,FUR-CH-10001973,77840,2151-69US,Central,Art Ferguson,Consumer,Texas,College Station,Furniture,Chairs,23305.8,-5327.04,0,23305.8,-5327.04,28632.84
CA-2014-167360,November,11/24/2014,2014,11/29/2014,Second Class,RB-19435,TEC-AC-10001772,63116,2152-60CA,Central,Richard Bierner,Consumer,Missouri,Saint Louis,Technology,Accessories,11179,4359.81,0,11179,4359.81,6819.19
CA-2015-123505,November,11/22/2015,2015,11/26/2015,Standard Class,AR-10540,OFF-PA-10002586,2169,2153-05CA,East,Andy Reiter,Consumer,Massachusetts,Quincy,Office Supplies,Paper,1494,702.18,0,1494,702.18,791.82
CA-2016-117282,July,7/14/2016,2016,7/18/2016,Standard Class,DR-12880,OFF-BI-10004094,10009,2154-82CA,East,Dan Reichenbach,Corporate,New York,New York City,Office Supplies,Binders,1416,513.3,0,1416,513.3,902.7
US-2016-120460,April,4/30/2016,2016,5/5/2016,Standard Class,BF-11170,FUR-FU-10004973,75081,2155-60US,Central,Ben Ferrer,Home Office,Texas,Dallas,Furniture,Furnishings,2260.8,-1017.36,0,2260.8,-1017.36,3278.16
CA-2016-111115,July,7/25/2016,2016,7/27/2016,Second Class,LB-16735,OFF-FA-10000624,90032,2156-15CA,West,Larry Blacks,Consumer,California,Los Angeles,Office Supplies,Fasteners,2148,1074,0,2148,1074,1074
CA-2014-124646,June,6/22/2014,2014,6/24/2014,First Class,DV-13465,OFF-ST-10001097,55407,2157-46CA,Central,Dianna Vittorini,Consumer,Minnesota,Minneapolis,Office Supplies,Storage,50181,0,0,50181,0,50181
CA-2014-124646,June,6/22/2014,2014,6/24/2014,First Class,DV-13465,OFF-ST-10001469,55407,2158-46CA,Central,Dianna Vittorini,Consumer,Minnesota,Minneapolis,Office Supplies,Storage,16194,971.64,0,16194,971.64,15222.36
CA-2017-148166,October,10/21/2017,2017,10/26/2017,Standard Class,NK-18490,OFF-AR-10004956,32725,2159-66CA,South,Neil Knudson,Home Office,Florida,Deltona,Office Supplies,Art,1785.6,200.88,0,1785.6,200.88,1584.72
CA-2016-159737,September,9/3/2016,2016,9/9/2016,Standard Class,CS-11950,OFF-BI-10004236,60610,2160-37CA,Central,Carlos Soltero,Consumer,Illinois,Chicago,Office Supplies,Binders,880.8,-1497.36,0,880.8,-1497.36,2378.16
CA-2016-141019,May,5/14/2016,2016,5/14/2016,Same Day,LH-17155,FUR-FU-10002937,45231,2161-19CA,East,Logan Haushalter,Consumer,Ohio,Cincinnati,Furniture,Furnishings,7938.4,2976.9,0,7938.4,2976.9,4961.5
CA-2016-101938,January,1/7/2016,2016,1/12/2016,Standard Class,DW-13480,OFF-AR-10003696,94601,2162-38CA,West,Dianna Wilson,Home Office,California,Oakland,Office Supplies,Art,3458,1002.82,0,3458,1002.82,2455.18
CA-2017-166296,March,3/13/2017,2017,3/19/2017,Standard Class,KF-16285,OFF-PA-10004359,95336,2163-96CA,West,Karen Ferguson,Home Office,California,Manteca,Office Supplies,Paper,31455,15098.4,0,31455,15098.4,16356.6
CA-2016-154018,October,10/13/2016,2016,10/19/2016,Standard Class,HA-14920,TEC-AC-10002402,78041,2164-18CA,Central,Helen Andreada,Consumer,Texas,Laredo,Technology,Accessories,19197.6,2399.7,0,19197.6,2399.7,16797.9
CA-2016-154018,October,10/13/2016,2016,10/19/2016,Standard Class,HA-14920,OFF-PA-10000551,78041,2165-18CA,Central,Helen Andreada,Consumer,Texas,Laredo,Office Supplies,Paper,828.8,300.44,0,828.8,300.44,528.36
CA-2016-154018,October,10/13/2016,2016,10/19/2016,Standard Class,HA-14920,FUR-FU-10003394,78041,2166-18CA,Central,Helen Andreada,Consumer,Texas,Laredo,Furniture,Furnishings,13992,-15041.4,0,13992,-15041.4,29033.4
CA-2016-154018,October,10/13/2016,2016,10/19/2016,Standard Class,HA-14920,OFF-AR-10002067,78041,2167-18CA,Central,Helen Andreada,Consumer,Texas,Laredo,Office Supplies,Art,1587.2,119.04,0,1587.2,119.04,1468.16
CA-2016-154018,October,10/13/2016,2016,10/19/2016,Standard Class,HA-14920,OFF-BI-10004140,78041,2168-18CA,Central,Helen Andreada,Consumer,Texas,Laredo,Office Supplies,Binders,628.6,-1100.05,0,628.6,-1100.05,1728.65
CA-2017-117870,January,1/27/2017,2017,1/30/2017,Second Class,JH-15820,OFF-AR-10004078,44240,2169-70CA,East,John Huston,Consumer,Ohio,Kent,Office Supplies,Art,1401.6,175.2,0,1401.6,175.2,1226.4
CA-2017-117870,January,1/27/2017,2017,1/30/2017,Second Class,JH-15820,TEC-AC-10000927,44240,2170-70CA,East,John Huston,Consumer,Ohio,Kent,Technology,Accessories,7197.6,-899.7,0,7197.6,-899.7,8097.3
CA-2017-117870,January,1/27/2017,2017,1/30/2017,Second Class,JH-15820,TEC-PH-10003931,44240,2171-70CA,East,John Huston,Consumer,Ohio,Kent,Technology,Phones,10798.2,-2699.55,0,10798.2,-2699.55,13497.75
US-2017-137491,November,11/19/2017,2017,11/25/2017,Standard Class,LC-16930,FUR-CH-10004675,76903,2172-91US,Central,Linda Cazamias,Corporate,Texas,San Angelo,Furniture,Chairs,30531.2,-872.32,0,30531.2,-872.32,31403.52
CA-2014-152296,August,8/1/2014,2014,8/3/2014,First Class,IL-15100,OFF-BI-10004506,94122,2173-96CA,West,Ivan Liston,Consumer,California,San Francisco,Office Supplies,Binders,1975.2,691.32,0,1975.2,691.32,1283.88
CA-2016-112025,July,7/30/2016,2016,8/4/2016,Standard Class,LS-16975,OFF-BI-10002353,77070,2174-25CA,Central,Lindsay Shagiari,Home Office,Texas,Houston,Office Supplies,Binders,926.4,-1389.6,0,926.4,-1389.6,2316
CA-2015-132507,July,7/30/2015,2015,8/3/2015,Second Class,CC-12610,OFF-ST-10000943,77041,2175-07CA,Central,Corey Catlett,Corporate,Texas,Houston,Office Supplies,Storage,6179.2,617.92,0,6179.2,617.92,5561.28
CA-2016-125738,October,10/15/2016,2016,10/21/2016,Standard Class,PB-18805,OFF-PA-10000740,84106,2176-38CA,West,Patrick Bzostek,Home Office,Utah,Salt Lake City,Office Supplies,Paper,4568,2101.28,0,4568,2101.28,2466.72
CA-2016-125738,October,10/15/2016,2016,10/21/2016,Standard Class,PB-18805,OFF-PA-10003001,84106,2177-38CA,West,Patrick Bzostek,Home Office,Utah,Salt Lake City,Office Supplies,Paper,6012,2885.76,0,6012,2885.76,3126.24
CA-2016-125738,October,10/15/2016,2016,10/21/2016,Standard Class,PB-18805,OFF-BI-10001628,84106,2178-38CA,West,Patrick Bzostek,Home Office,Utah,Salt Lake City,Office Supplies,Binders,4172,1303.75,0,4172,1303.75,2868.25
CA-2016-125738,October,10/15/2016,2016,10/21/2016,Standard Class,PB-18805,OFF-PA-10001509,84106,2179-38CA,West,Patrick Bzostek,Home Office,Utah,Salt Lake City,Office Supplies,Paper,7160,3293.6,0,7160,3293.6,3866.4
CA-2016-128818,May,5/7/2016,2016,5/11/2016,Standard Class,CJ-12010,OFF-BI-10000309,10009,2180-18CA,East,Caroline Jumper,Consumer,New York,New York City,Office Supplies,Binders,8523.2,3089.66,0,8523.2,3089.66,5433.54
CA-2016-128818,May,5/7/2016,2016,5/11/2016,Standard Class,CJ-12010,OFF-LA-10003923,10009,2181-18CA,East,Caroline Jumper,Consumer,New York,New York City,Office Supplies,Labels,4440,2220,0,4440,2220,2220
CA-2016-128818,May,5/7/2016,2016,5/11/2016,Standard Class,CJ-12010,FUR-CH-10002084,10009,2182-18CA,East,Caroline Jumper,Consumer,New York,New York City,Furniture,Chairs,44276.4,5903.52,0,44276.4,5903.52,38372.88
CA-2016-128818,May,5/7/2016,2016,5/11/2016,Standard Class,CJ-12010,TEC-MA-10000488,10009,2183-18CA,East,Caroline Jumper,Consumer,New York,New York City,Technology,Machines,399995,115998.55,0,399995,115998.55,283996.45
CA-2016-128818,May,5/7/2016,2016,5/11/2016,Standard Class,CJ-12010,TEC-AC-10001767,10009,2184-18CA,East,Caroline Jumper,Consumer,New York,New York City,Technology,Accessories,19995,2199.45,0,19995,2199.45,17795.55
CA-2016-128818,May,5/7/2016,2016,5/11/2016,Standard Class,CJ-12010,FUR-FU-10001940,10009,2185-18CA,East,Caroline Jumper,Consumer,New York,New York City,Furniture,Furnishings,6368,2801.92,0,6368,2801.92,3566.08
CA-2017-124576,August,8/1/2017,2017,8/4/2017,Second Class,HK-14890,OFF-BI-10002735,93905,2186-76CA,West,Heather Kirkland,Corporate,California,Salinas,Office Supplies,Binders,5489.6,1852.74,0,5489.6,1852.74,3636.86
CA-2016-101378,July,7/14/2016,2016,7/14/2016,Same Day,RH-19600,TEC-AC-10002345,35810,2187-78CA,South,Rob Haberlin,Consumer,Alabama,Huntsville,Technology,Accessories,2900,725,0,2900,725,2175
CA-2017-143063,August,8/10/2017,2017,8/15/2017,Standard Class,IL-15100,OFF-EN-10003134,47201,2188-63CA,Central,Ivan Liston,Consumer,Indiana,Columbus,Office Supplies,Envelopes,7008,3504,0,7008,3504,3504
CA-2017-143063,August,8/10/2017,2017,8/15/2017,Standard Class,IL-15100,FUR-FU-10003708,47201,2189-63CA,Central,Ivan Liston,Consumer,Indiana,Columbus,Furniture,Furnishings,12130,2547.3,0,12130,2547.3,9582.7
CA-2017-143063,August,8/10/2017,2017,8/15/2017,Standard Class,IL-15100,TEC-PH-10003645,47201,2190-63CA,Central,Ivan Liston,Consumer,Indiana,Columbus,Technology,Phones,145449,37816.74,0,145449,37816.74,107632.26
CA-2016-118913,June,6/25/2016,2016,6/29/2016,Standard Class,AS-10240,OFF-AP-10000692,90049,2191-13CA,West,Alan Shonely,Consumer,California,Los Angeles,Office Supplies,Appliances,6081,1702.68,0,6081,1702.68,4378.32
CA-2016-128412,December,12/10/2016,2016,12/17/2016,Standard Class,AP-10915,OFF-BI-10001718,98105,2192-12CA,West,Arthur Prichep,Consumer,Washington,Seattle,Office Supplies,Binders,15355.2,5182.38,0,15355.2,5182.38,10172.82
CA-2016-128412,December,12/10/2016,2016,12/17/2016,Standard Class,AP-10915,OFF-AP-10002082,98105,2193-12CA,West,Arthur Prichep,Consumer,Washington,Seattle,Office Supplies,Appliances,6534,2286.9,0,6534,2286.9,4247.1
CA-2016-128412,December,12/10/2016,2016,12/17/2016,Standard Class,AP-10915,OFF-PA-10001125,98105,2194-12CA,West,Arthur Prichep,Consumer,Washington,Seattle,Office Supplies,Paper,12392,5576.4,0,12392,5576.4,6815.6
CA-2016-128412,December,12/10/2016,2016,12/17/2016,Standard Class,AP-10915,OFF-AP-10000252,98105,2195-12CA,West,Arthur Prichep,Consumer,Washington,Seattle,Office Supplies,Appliances,3510,1228.5,0,3510,1228.5,2281.5
CA-2016-128412,December,12/10/2016,2016,12/17/2016,Standard Class,AP-10915,TEC-AC-10003038,98105,2196-12CA,West,Arthur Prichep,Consumer,Washington,Seattle,Technology,Accessories,4475,850.25,0,4475,850.25,3624.75
CA-2016-136483,December,12/1/2016,2016,12/6/2016,Standard Class,AG-10390,OFF-AR-10000940,37918,2197-83CA,South,Allen Goldenen,Consumer,Tennessee,Knoxville,Office Supplies,Art,470.4,41.16,470.4,0,0,0
CA-2014-163013,November,11/28/2014,2014,12/4/2014,Standard Class,BF-11080,OFF-AR-10001954,36116,2198-13CA,South,Bart Folk,Consumer,Alabama,Montgomery,Office Supplies,Art,1467,396.09,0,1467,396.09,1070.91
CA-2015-135363,March,3/28/2015,2015,4/2/2015,Standard Class,CK-12205,OFF-PA-10003177,19120,2199-63CA,East,Chloris Kastensmidt,Consumer,Pennsylvania,Philadelphia,Office Supplies,Paper,1555.2,544.32,0,1555.2,544.32,1010.88
CA-2015-135363,March,3/28/2015,2015,4/2/2015,Standard Class,CK-12205,OFF-PA-10000533,19120,2200-63CA,East,Chloris Kastensmidt,Consumer,Pennsylvania,Philadelphia,Office Supplies,Paper,523.2,170.04,0,523.2,170.04,353.16
US-2014-165659,June,6/1/2014,2014,6/6/2014,Standard Class,LT-17110,FUR-FU-10001935,72209,2201-59US,South,Liz Thompson,Consumer,Arkansas,Little Rock,Furniture,Furnishings,2220,910.2,0,2220,910.2,1309.8
US-2014-165659,June,6/1/2014,2014,6/6/2014,Standard Class,LT-17110,TEC-PH-10002563,72209,2202-59US,South,Liz Thompson,Consumer,Arkansas,Little Rock,Technology,Phones,88193,22930.18,0,88193,22930.18,65262.82
CA-2015-138002,September,9/6/2015,2015,9/12/2015,Standard Class,BT-11305,OFF-BI-10002160,98103,2203-02CA,West,Beth Thompson,Home Office,Washington,Seattle,Office Supplies,Binders,609.6,213.36,0,609.6,213.36,396.24
CA-2015-138002,September,9/6/2015,2015,9/12/2015,Standard Class,BT-11305,FUR-FU-10004748,98103,2204-02CA,West,Beth Thompson,Home Office,Washington,Seattle,Furniture,Furnishings,19182,7480.98,0,19182,7480.98,11701.02
CA-2015-128860,June,6/29/2015,2015,7/5/2015,Standard Class,SC-20725,FUR-FU-10001473,17602,2205-60CA,East,Steven Cartwright,Consumer,Pennsylvania,Lancaster,Furniture,Furnishings,2010.4,175.91,0,2010.4,175.91,1834.49
CA-2016-164350,September,9/10/2016,2016,9/12/2016,Second Class,CG-12040,OFF-AR-10000538,37620,2206-50CA,South,Catherine Glotzbach,Home Office,Tennessee,Bristol,Office Supplies,Art,6756,844.5,0,6756,844.5,5911.5
US-2014-103905,July,7/14/2014,2014,7/20/2014,Standard Class,AW-10930,OFF-BI-10001098,60505,2207-05US,Central,Arthur Wiediger,Home Office,Illinois,Aurora,Office Supplies,Binders,2993.2,-4639.46,0,2993.2,-4639.46,7632.66
US-2014-103905,July,7/14/2014,2014,7/20/2014,Standard Class,AW-10930,TEC-PH-10001552,60505,2208-05US,Central,Arthur Wiediger,Home Office,Illinois,Aurora,Technology,Phones,3827.2,382.72,0,3827.2,382.72,3444.48
CA-2015-129854,August,8/22/2015,2015,8/26/2015,Standard Class,RB-19705,OFF-AR-10000390,10009,2209-54CA,East,Roger Barcio,Home Office,New York,New York City,Office Supplies,Art,1652,759.92,0,1652,759.92,892.08
CA-2014-125556,November,11/14/2014,2014,11/16/2014,Second Class,ML-17410,TEC-PH-10001079,6824,2210-56CA,East,Maris LaWare,Consumer,Connecticut,Fairfield,Technology,Phones,83293,23322.04,0,83293,23322.04,59970.96
CA-2014-125556,November,11/14/2014,2014,11/16/2014,Second Class,ML-17410,OFF-BI-10003460,6824,2211-56CA,East,Maris LaWare,Consumer,Connecticut,Fairfield,Office Supplies,Binders,4380,2102.4,0,4380,2102.4,2277.6
CA-2016-162313,November,11/27/2016,2016,11/30/2016,First Class,VB-21745,OFF-AP-10003842,48146,2212-13CA,Central,Victoria Brennan,Corporate,Michigan,Lincoln Park,Office Supplies,Appliances,16729.2,2974.08,0,16729.2,2974.08,13755.12
CA-2017-107874,November,11/21/2017,2017,11/25/2017,Standard Class,SW-20275,FUR-FU-10003535,10035,2213-74CA,East,Scott Williamson,Consumer,New York,New York City,Furniture,Furnishings,2742,1124.22,0,2742,1124.22,1617.78
CA-2017-129378,October,10/1/2017,2017,10/2/2017,First Class,NS-18505,OFF-BI-10002012,95123,2214-78CA,West,Neola Schneider,Consumer,California,San Jose,Office Supplies,Binders,144,50.4,0,144,50.4,93.6
CA-2017-129378,October,10/1/2017,2017,10/2/2017,First Class,NS-18505,OFF-BI-10001922,95123,2215-78CA,West,Neola Schneider,Consumer,California,San Jose,Office Supplies,Binders,6177.6,2084.94,0,6177.6,2084.94,4092.66
CA-2017-129378,October,10/1/2017,2017,10/2/2017,First Class,NS-18505,OFF-AP-10000576,95123,2216-78CA,West,Neola Schneider,Consumer,California,San Jose,Office Supplies,Appliances,24196,6049,0,24196,6049,18147
CA-2017-129378,October,10/1/2017,2017,10/2/2017,First Class,NS-18505,FUR-CH-10000553,95123,2217-78CA,West,Neola Schneider,Consumer,California,San Jose,Furniture,Chairs,10860.8,950.32,0,10860.8,950.32,9910.48
CA-2014-151953,September,9/20/2014,2014,9/25/2014,Standard Class,DB-13555,OFF-AR-10003469,32216,2218-53CA,South,Dorothy Badders,Corporate,Florida,Jacksonville,Office Supplies,Art,281.6,98.56,0,281.6,98.56,183.04
CA-2017-130841,July,7/28/2017,2017,8/1/2017,Standard Class,MH-17620,OFF-BI-10000145,94110,2219-41CA,West,Matt Hagelstein,Corporate,California,San Francisco,Office Supplies,Binders,998.4,361.92,0,998.4,361.92,636.48
CA-2017-130841,July,7/28/2017,2017,8/1/2017,Standard Class,MH-17620,OFF-ST-10001580,94110,2220-41CA,West,Matt Hagelstein,Corporate,California,San Francisco,Office Supplies,Storage,1498,419.44,0,1498,419.44,1078.56
CA-2017-130841,July,7/28/2017,2017,8/1/2017,Standard Class,MH-17620,TEC-PH-10001817,94110,2221-41CA,West,Matt Hagelstein,Corporate,California,San Francisco,Technology,Phones,114560,10024,0,114560,10024,104536
CA-2015-131884,December,12/6/2015,2015,12/6/2015,Same Day,DK-13375,TEC-PH-10001578,43302,2222-84CA,East,Dennis Kane,Consumer,Ohio,Marion,Technology,Phones,48594,-8908.9,0,48594,-8908.9,57502.9
CA-2015-131884,December,12/6/2015,2015,12/6/2015,Same Day,DK-13375,OFF-AR-10004078,43302,2223-84CA,East,Dennis Kane,Consumer,Ohio,Marion,Office Supplies,Art,3737.6,467.2,0,3737.6,467.2,3270.4
CA-2015-131884,December,12/6/2015,2015,12/6/2015,Same Day,DK-13375,FUR-CH-10004860,43302,2224-84CA,East,Dennis Kane,Consumer,Ohio,Marion,Furniture,Chairs,7068.6,-2423.52,0,7068.6,-2423.52,9492.12
CA-2017-121909,July,7/31/2017,2017,8/5/2017,Standard Class,EA-14035,OFF-PA-10003790,19134,2225-09CA,East,Erin Ashbrook,Corporate,Pennsylvania,Philadelphia,Office Supplies,Paper,5481.6,1781.52,0,5481.6,1781.52,3700.08
CA-2016-106383,March,3/19/2016,2016,3/21/2016,Second Class,BT-11440,FUR-BO-10002202,80122,2226-83CA,West,Bobby Trafton,Consumer,Colorado,Littleton,Furniture,Bookcases,7229.4,-9880.18,0,7229.4,-9880.18,17109.58
CA-2017-130771,July,7/29/2017,2017,8/3/2017,Standard Class,LA-16780,OFF-FA-10003059,78745,2227-71CA,Central,Laura Armstrong,Corporate,Texas,Austin,Office Supplies,Fasteners,289.6,47.06,0,289.6,47.06,242.54
CA-2017-130771,July,7/29/2017,2017,8/3/2017,Standard Class,LA-16780,TEC-PH-10002496,78745,2228-71CA,Central,Laura Armstrong,Corporate,Texas,Austin,Technology,Phones,12479.2,1559.9,0,12479.2,1559.9,10919.3
CA-2016-139157,October,10/1/2016,2016,10/5/2016,Standard Class,GM-14680,FUR-TA-10003238,10024,2229-57CA,East,Greg Matthias,Consumer,New York,New York City,Furniture,Tables,33058.8,-11570.58,0,33058.8,-11570.58,44629.38
CA-2014-128055,March,3/31/2014,2014,4/5/2014,Standard Class,AA-10315,OFF-BI-10004390,94122,2230-55CA,West,Alex Avila,Consumer,California,San Francisco,Office Supplies,Binders,67356.8,25258.8,0,67356.8,25258.8,42098
CA-2014-128055,March,3/31/2014,2014,4/5/2014,Standard Class,AA-10315,OFF-AP-10002765,94122,2231-55CA,West,Alex Avila,Consumer,California,San Francisco,Office Supplies,Appliances,5298,1483.44,0,5298,1483.44,3814.56
CA-2017-157091,June,6/26/2017,2017,7/1/2017,Standard Class,DB-13405,FUR-FU-10000293,46350,2232-91CA,Central,Denny Blanton,Consumer,Indiana,La Porte,Furniture,Furnishings,52645,3158.7,0,52645,3158.7,49486.3
CA-2017-132122,July,7/9/2017,2017,7/14/2017,Standard Class,JH-15820,OFF-ST-10003692,60610,2233-22CA,Central,John Huston,Consumer,Illinois,Chicago,Office Supplies,Storage,22892,1430.75,0,22892,1430.75,21461.25
CA-2015-123232,December,12/14/2015,2015,12/16/2015,Second Class,DJ-13630,TEC-PH-10001051,97206,2234-32CA,West,Doug Jacobs,Consumer,Oregon,Portland,Technology,Phones,31996.8,3599.64,0,31996.8,3599.64,28397.16
CA-2017-104066,December,12/5/2017,2017,12/10/2017,Standard Class,QJ-19255,TEC-AC-10001013,5408,2235-66CA,East,Quincy Jones,Corporate,Vermont,Burlington,Technology,Accessories,20503,6765.99,0,20503,6765.99,13737.01
CA-2015-145849,September,9/15/2015,2015,9/17/2015,Second Class,CT-11995,OFF-ST-10000025,46203,2236-49CA,Central,Carol Triggs,Consumer,Indiana,Indianapolis,Office Supplies,Storage,19086,1145.16,0,19086,1145.16,17940.84
CA-2015-145849,September,9/15/2015,2015,9/17/2015,Second Class,CT-11995,OFF-AR-10000817,46203,2237-49CA,Central,Carol Triggs,Consumer,Indiana,Indianapolis,Office Supplies,Art,2432,826.88,0,2432,826.88,1605.12
CA-2016-122322,July,7/15/2016,2016,7/21/2016,Standard Class,RH-19510,OFF-SU-10000952,84604,2238-22CA,West,Rick Huthwaite,Home Office,Utah,Provo,Office Supplies,Supplies,4440,1243.2,0,4440,1243.2,3196.8
CA-2017-166849,April,4/20/2017,2017,4/26/2017,Standard Class,SJ-20125,FUR-FU-10004597,60610,2239-49CA,Central,Sanjit Jacobs,Home Office,Illinois,Chicago,Furniture,Furnishings,4440,-5217,0,4440,-5217,9657
CA-2016-146633,November,11/15/2016,2016,11/17/2016,Second Class,TG-21310,OFF-BI-10003527,90049,2240-33CA,West,Toby Gnade,Consumer,California,Los Angeles,Office Supplies,Binders,101679.2,38129.7,0,101679.2,38129.7,63549.5
CA-2016-146633,November,11/15/2016,2016,11/17/2016,Second Class,TG-21310,OFF-BI-10002982,90049,2241-33CA,West,Toby Gnade,Consumer,California,Los Angeles,Office Supplies,Binders,3813.6,1334.76,0,3813.6,1334.76,2478.84
US-2016-126893,November,11/26/2016,2016,12/1/2016,Standard Class,CT-11995,TEC-PH-10004165,19134,2242-93US,East,Carol Triggs,Consumer,Pennsylvania,Philadelphia,Technology,Phones,49498.2,-11549.58,0,49498.2,-11549.58,61047.78
CA-2017-103380,November,11/21/2017,2017,11/25/2017,Standard Class,BF-11005,OFF-ST-10003442,91104,2243-80CA,West,Barry Franz,Home Office,California,Pasadena,Office Supplies,Storage,5656,1527.12,5656,0,0,0
CA-2017-103380,November,11/21/2017,2017,11/25/2017,Standard Class,BF-11005,OFF-AR-10003856,91104,2244-80CA,West,Barry Franz,Home Office,California,Pasadena,Office Supplies,Art,556,144.56,556,0,0,0
